"retrieval_time","user_name","host_name","licenses_used_by_user","is_reservation","licenses_total","licenses_total_in_use","feature_name","feature_version","daemon_name","server_master_port","server_master_host","server_port","server_host"
"1/25/2021 16:41","M29758","ITE00521560","1","","45","18","FTA","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","WILLIDA6","ITE00450652","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j22856","ITE00420183","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","dampfro","ITE00448051","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","B16832","ITE00441809","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M28590","ITE00493359","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J60240","ITE00473754","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M20942","ITE00457347","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hanch1","ITE00426840","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j68200","ITE00513221","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","ayanory","ITE00432573","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","willill","ITE00423036","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J83360","ITE00453412","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J17638","ITE00482507","1","","45","18","FTA","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","g49646","ITE00515582","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","7","1","GPS","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","G44227","ITE00517410","1","","7","1","GPS","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","6","1","HBR","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J87349","ITE00513713","1","","6","1","HBR","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","unruhre","ITE00527085","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j31053","ITE00452613","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","villema","ITE00503454","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","B16832","ITE00441809","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","dolfido","ITE00428118","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","m41486","ITE00452961","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","dampfro","ITE00448051","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M29487","ITE00537924","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M29487","ITE00537924","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","gallavi","ITE00462413","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","stolyar","ITE00459682","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","ginermi","ITE00455563","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","crovoro","ITE00452601","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","strofjo","ITE00453436","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","a04743","ITE00502834","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","frerkja","ITE00466250","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J86342","ITE00465174","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","chenja2","ITE00471503","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M28590","ITE00493359","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J88840","ITE00496556","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J60240","ITE00473754","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","G76548","ITE00486904","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j79002","ITE00453143","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","desrobr","ITE00448034","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","G65543","ITE00453810","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","garcima8","ITE00484878","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","mooremi","ITE00427357","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","douglde","ITE00466301","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","mcnifma","ITE00492390","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","browndo7","ITE00491255","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","ormonpa","ITE00435710","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j78649","ITE00538130","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","deleowi","ITE00389003","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","A04812","ITE00465700","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","mcnutke","ITE00401681","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","tealeia","ITE00477051","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","cookro5","LCAKPCE00367436","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","gonzada1","ITE00420815","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","ashleba","ITE00535310","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j68200","ITE00513221","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","m61371","ITE00447296","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","reademi","ITE00503942","1","","125","67","HD2","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M46256","ITE00513043","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","m38390","ITE00512676","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","m38390","ITE00512676","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","banhth","ITE00495056","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","dangfo","ITE00449326","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","castelu","ITE00455579","1","","125","67","HD2","5.28","Dassault Systemes","","","4084","sarebraslic81"
